"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@Infosys Let Infy go to hell, the wishes of handful must be fulfilled ignoring the interest of minority share holders, delist it.",FALSE,0,"Infosys",2017-08-20 18:08:51,FALSE,"897885483857920000","899332416631840768","14462907","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","saralmitra",0,FALSE,FALSE,NA,NA
"2","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 18:04:44,FALSE,NA,"899331379619536900",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CongressSonipat",125,TRUE,FALSE,NA,NA
"3","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 17:57:21,FALSE,NA,"899329520896851968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Team_deepender",125,TRUE,FALSE,NA,NA
"4","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 17:54:06,FALSE,NA,"899328705490583553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sainisatish_hyc",125,TRUE,FALSE,NA,NA
"5","RT @InfosysEvents: The ATP PlayerZone brings an enhanced #digital experience for players, coaches &amp; support staff #MoreATPwithInfosys https…",FALSE,0,NA,2017-08-20 17:52:47,FALSE,NA,"899328371007434752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sweetyy_18",3,TRUE,FALSE,NA,NA
"6","RT @samAlochaka: @vsikka @Infosys_nmurthy what Sikka did to Infy - what ""Sheldon Pollock"" will do to ""Sanskrit"". Infy ""deserved"" Sikka WAY…",FALSE,0,NA,2017-08-20 17:52:22,FALSE,NA,"899328266481287168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yantrak",1,TRUE,FALSE,NA,NA
"7","RT @samAlochaka: @vsikka @Infosys_nmurthy Also, by the way, Sikka is no less a fart; I would conjecture he is a bigger fart than Infy. BTW,…",FALSE,0,NA,2017-08-20 17:52:04,FALSE,NA,"899328192204242944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","yantrak",1,TRUE,FALSE,NA,NA
"8","US law firms mull class action suit to recover Infosys investors' possible losses https://t.co/QOoZDErNE0 via @TOIBusiness",FALSE,1,NA,2017-08-20 17:33:52,FALSE,NA,"899323614033465344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Naagesh_tweets",0,FALSE,FALSE,NA,NA
"9","RT @InfosysEvents: The ATP PlayerZone brings an enhanced #digital experience for players, coaches &amp; support staff #MoreATPwithInfosys https…",FALSE,0,NA,2017-08-20 17:23:01,FALSE,NA,"899320881071226881",NA,"<a href=""http://www.pietroniro.com.br"" rel=""nofollow"">PietronD</a>","pietroniro",3,TRUE,FALSE,NA,NA
"10","RT @lopamudra309: #Infy  CEO Vishal Sikka resigns ...#Infosys 

and I am resigning #Twitter  <ed><U+00A0><U+00BD><ed><U+00B9><U+008B>",FALSE,0,NA,2017-08-20 17:04:05,FALSE,NA,"899316115561566209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mayank08_moon",24,TRUE,FALSE,NA,NA
"11","No gainsaying that Infy and @Infosys_nmurthy are farts. But I consider @vsikka a much bigger fart and worse. I susp… https://t.co/SdYkwrd37Q",FALSE,0,NA,2017-08-20 17:03:15,TRUE,NA,"899315908467867648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","samAlochaka",0,FALSE,FALSE,NA,NA
"12","@vsikka @Infosys_nmurthy what Sikka did to Infy - what ""Sheldon Pollock"" will do to ""Sanskrit"". Infy ""deserved"" Sik… https://t.co/hav9d9Qd2B",FALSE,0,"samAlochaka",2017-08-20 16:50:48,TRUE,"899312301769019392","899312774664249344","624701557","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","samAlochaka",1,FALSE,FALSE,NA,NA
"13","@vsikka @Infosys_nmurthy Also, by the way, Sikka is no less a fart; I would conjecture he is a bigger fart than Inf… https://t.co/Haq95wgbkx",FALSE,0,"samAlochaka",2017-08-20 16:48:55,TRUE,"898838177099665409","899312301769019392","624701557","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","samAlochaka",1,FALSE,FALSE,NA,NA
"14","Infy friends <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0080> https://t.co/lpVLYEvMUV",FALSE,0,NA,2017-08-20 16:48:40,FALSE,NA,"899312237323603968",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TANMAYAGURU",0,FALSE,FALSE,NA,NA
"15","RT @InfosysEvents: The ATP PlayerZone brings an enhanced #digital experience for players, coaches &amp; support staff #MoreATPwithInfosys https…",FALSE,0,NA,2017-08-20 16:47:23,FALSE,NA,"899311913636679680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Infosys",3,TRUE,FALSE,NA,NA
"16","Infy ADR ends lower by over 7%  https://t.co/oaj4KFfGqO",FALSE,0,NA,2017-08-20 16:44:03,FALSE,NA,"899311074079539201",NA,"<a href=""http://www.buzztalk.nl"" rel=""nofollow"">Buzztalk</a>","banking_2day",0,FALSE,FALSE,NA,NA
"17","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 16:36:42,FALSE,NA,"899309225259565056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pavan_INC",125,TRUE,FALSE,NA,NA
"18","US law firms mull class action suit to recover Infosys investors' possible losses https://t.co/WvcnfODF2v via @TOIBusiness",FALSE,0,NA,2017-08-20 16:35:52,FALSE,NA,"899309014936408064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kamal67490661",0,FALSE,FALSE,NA,NA
"19","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 16:35:42,FALSE,NA,"899308973727162368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shashank_rekala",125,TRUE,FALSE,NA,NA
"20","The ATP PlayerZone brings an enhanced #digital experience for players, coaches &amp; support staff #MoreATPwithInfosys… https://t.co/ySyX6YkDxD",FALSE,8,NA,2017-08-20 16:30:19,TRUE,NA,"899307620179357696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","InfosysEvents",3,FALSE,FALSE,NA,NA
"21","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 16:27:45,FALSE,NA,"899306973367156736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dsmalik_inc",125,TRUE,FALSE,NA,NA
"22","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 16:23:21,FALSE,NA,"899305866754629632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cryptex_221B",125,TRUE,FALSE,NA,NA
"23","#OneIndiaOneGST <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>  Artificial Intelligence and robotics: Will exit affect Infy's tech edge?... https://t.co/qw4JNDLO1k",FALSE,0,NA,2017-08-20 15:58:56,FALSE,NA,"899299719725195265",NA,"<a href=""https://www.newswallet.co/"" rel=""nofollow"">News-Wallet-App - Android</a>","HarvinderKumr",0,FALSE,FALSE,NA,NA
"24","RT @RDATT26: US law firms mull class action suit to recover Infosys investors' possible losses-TimesofIndia https://t.co/SzaZy2X3dD via @ti…",FALSE,0,NA,2017-08-20 15:54:46,FALSE,NA,"899298674408275968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jhajiten",1,TRUE,FALSE,NA,NA
"25","#BPM Infosys Limited (INFY) PT Set at $15.00 by Cowen and &lt;b&gt;Company&lt;/b&gt;: Infosys Limited… https://t.co/q4uCM5hojj",FALSE,0,NA,2017-08-20 15:52:48,FALSE,NA,"899298178033479680",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","BPM_Consultant",0,FALSE,FALSE,NA,NA
"26","RT @malinibhupta: One large hedge fund had a $100 mn short position in @Infosys and infy announces buyback and resignation... what the hell…",FALSE,0,NA,2017-08-20 15:45:14,FALSE,NA,"899296272305184768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","siva349",13,TRUE,FALSE,NA,NA
"27","RT @timesofindia: US law firms mull class action suit to recover @Infosys investors' possible losses https://t.co/9SHRWA2vgL via @TOIBusine…",FALSE,0,NA,2017-08-20 15:38:49,FALSE,NA,"899294660224483329",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","varun18vijay",16,TRUE,FALSE,NA,NA
"28","@moneycontrolcom @Infosys @vsikka New cheater taking unlawful self designed salary from infy become MD&amp;CEO",FALSE,0,"moneycontrolcom",2017-08-20 15:35:27,FALSE,"898390899268268033","899293813985783808","68927629","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","NikunjMPatel7",0,FALSE,FALSE,NA,NA
"29","RT @finkrishna: Clean Slate India: Cognizant + Infosys = CogniSys? : https://t.co/KkFeUHcK4z",FALSE,0,NA,2017-08-20 15:25:15,FALSE,NA,"899291245956128768",NA,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>","FollowSamir",9,TRUE,FALSE,NA,NA
"30","@AbhijitB301 @EconomicTimes @Infosys @vsikka Bullshit. Nothing has changed. Sikka did not have a clear understanding of Infy Values.",FALSE,0,"AbhijitB301",2017-08-20 15:24:53,FALSE,"898533111570485249","899291153966563328","782257152643567616","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manoharr64",0,FALSE,FALSE,NA,NA
"31","@RaviGoe62146474 @EconomicTimes @Infosys @vsikka Sikka was unable to match Infy cultural values. He had intellect,… https://t.co/KrNBuznpyI",FALSE,0,"RaviGoe62146474",2017-08-20 15:23:19,TRUE,"898468954611384320","899290759475511296","814794236847456256","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manoharr64",0,FALSE,FALSE,NA,NA
"32","Artificial Intelligence and robotics: Will Vishal Sikka’s exit affect Infy’s tech edge? https://t.co/pDOgibptMy",FALSE,0,NA,2017-08-20 15:15:13,FALSE,NA,"899288721211764736",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","sheamusmcgov",0,FALSE,FALSE,NA,NA
"33","RT @muralispeak: corporate governance had been a historical issue at #infosys.. right?  an old post by me https://t.co/L9iobgX7YY",FALSE,0,NA,2017-08-20 15:05:40,FALSE,NA,"899286315945951233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Agizo_Jay",1,TRUE,FALSE,NA,NA
"34","@Infosys @vsikka @Infosys_nmurthy @NandanNilekani @TVMohandasPa https://t.co/dWGiPR9h1O Sikka already demage Infy worldwide.No need this Man",FALSE,0,"Infosys",2017-08-20 15:05:34,FALSE,NA,"899286290230673408","14462907","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","keshariarjun",0,FALSE,FALSE,NA,NA
"35","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 15:05:06,FALSE,NA,"899286173553639424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sumitkashyapjha",125,TRUE,FALSE,NA,NA
"36","corporate governance had been a historical issue at #infosys.. right?  an old post by me https://t.co/L9iobgX7YY",FALSE,0,NA,2017-08-20 15:03:11,FALSE,NA,"899285691976241152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","muralispeak",1,FALSE,FALSE,NA,NA
"37","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 14:57:32,FALSE,NA,"899284269410930688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","isonubhardwaj7",125,TRUE,FALSE,NA,NA
"38","US law firms mull class action suit to recover Infosys investors' possible losses-TimesofIndia https://t.co/SzaZy2X3dD via @timesofindia",FALSE,1,NA,2017-08-20 14:54:25,FALSE,NA,"899283487483723776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RDATT26",1,FALSE,FALSE,NA,NA
"39","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 14:51:08,FALSE,NA,"899282659834081280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pradeep_dhankar",125,TRUE,FALSE,NA,NA
"40","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 14:48:59,FALSE,NA,"899282120081678336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SKNIMOTH",125,TRUE,FALSE,NA,NA
"41","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 14:43:12,FALSE,NA,"899280660732325893",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","workingbravo",125,TRUE,FALSE,NA,NA
"42","KEEP A KEEN EYE ON PRICE OF INFY AROUND 882.40.
After plunging over13% during the day, shares of Infosys are expect… https://t.co/aD7aedJqoz",FALSE,2,NA,2017-08-20 14:38:53,TRUE,NA,"899279576416661504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CapitalAdvisory",0,FALSE,FALSE,NA,NA
"43","What Lies Ahead for Infosys Shareholders after Sikka Quits https://t.co/WcEeNfEMcB

Rajat of @sanasecurities weighs in on the #Infy drama",FALSE,0,NA,2017-08-20 14:32:58,FALSE,NA,"899278088307068929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reddygvsb",0,FALSE,FALSE,NA,NA
"44","US law firms mull class action suit to recover Infosys investors' possible losses
 https://t.co/lcmZUjQTd9",FALSE,0,NA,2017-08-20 14:25:29,FALSE,NA,"899276204074827778",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prashantp10",0,FALSE,FALSE,NA,NA
"45","RT @kushkatakia: A merger of equals between Cognizant and Infosys would be beneficial to both set of shareholders. https://t.co/eF2uuCl9Bx",FALSE,0,NA,2017-08-20 14:18:22,FALSE,NA,"899274411970240512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vishal1250",1,TRUE,FALSE,NA,NA
"46","#OneIndiaOneGST <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>  Artificial Intelligence and robotics: Will exit affect Infy's tech edge?... https://t.co/yVzj96SkB7",FALSE,0,NA,2017-08-20 14:08:08,FALSE,NA,"899271839788130304",NA,"<a href=""https://www.newswallet.co/"" rel=""nofollow"">News-Wallet-App - Android</a>","DHRUV_P96",0,FALSE,FALSE,NA,NA
"47","@kiranshaw @TVMohandasPai @Infosys_nmurthy @NandanNilekani   infy is us Indians pride. Besides gov even YOY nos 14-… https://t.co/atFCSFP4mi",FALSE,0,"kiranshaw",2017-08-20 14:03:12,TRUE,NA,"899270597204508672","145607857","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandeepti009",0,FALSE,FALSE,NA,NA
"48","RT @GautamGhosh: Sikka's exit: The $200-million transaction that rocked infy. Services firms don't understand product valuations. https://t…",FALSE,0,NA,2017-08-20 13:54:25,FALSE,NA,"899268385313243136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prasadokurian",5,TRUE,FALSE,NA,NA
"49","@kiranshaw @TVMohandasPai @Infosys_nmurthy  @NandanNilekani (1/3)  going thru both rep on infy - murthy sir is right on gov issues.",FALSE,0,"kiranshaw",2017-08-20 13:44:49,FALSE,NA,"899265970304278529","145607857","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sandeepti009",0,FALSE,FALSE,NA,NA
"50","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 13:30:36,FALSE,NA,"899262392235827202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RajBoni",12,TRUE,FALSE,NA,NA
"51","Narayana Murthy's Shadow Looms Over Search For Infy CEO: Advisory Firm https://t.co/Im1GDJlfFf",FALSE,0,NA,2017-08-20 13:29:19,FALSE,NA,"899262070675324930",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmitSha92735988",0,FALSE,FALSE,NA,NA
"52","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 13:26:31,FALSE,NA,"899261364233019392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nkbharindwal",12,TRUE,FALSE,NA,NA
"53","UBS AG Downgrades Infosys Limited $INFY to Hold https://t.co/jHuaDKKbrz",FALSE,0,NA,2017-08-20 13:16:27,FALSE,NA,"899258833457078272",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TranscriptDaily",0,FALSE,FALSE,NA,NA
"54","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 13:13:15,FALSE,NA,"899258027815051265",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","Meshsi1502Kn",12,TRUE,FALSE,NA,NA
"55","US law firms mull class action suit to recover #Infosys investors' possible losses. Law firm will investigate for po…https://t.co/h1xrCtL8pf",FALSE,0,NA,2017-08-20 13:03:03,FALSE,NA,"899255458845925376",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","Chandanviews",0,FALSE,FALSE,NA,NA
"56","@EconomicTimes @Infosys @EconomicTimes : there came a man who took Infy out of its comfort zone in acquisitions &amp; h… https://t.co/0glUrKUtVb",FALSE,0,"EconomicTimes",2017-08-20 12:57:25,TRUE,"899247142144966656","899254042857283584","39743812","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KarthikGeeth",0,FALSE,FALSE,NA,NA
"57","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 12:56:52,FALSE,NA,"899253903446818817",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","sanatanidoc",12,TRUE,FALSE,NA,NA
"58","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 12:54:30,FALSE,NA,"899253306928668672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","muraliks_11",12,TRUE,FALSE,NA,NA
"59","@EconomicTimes @Infosys Everybody should stop saying wrong things about murthy. He is best at work and also as a pe… https://t.co/XrwmYZeuXP",FALSE,0,"EconomicTimes",2017-08-20 12:52:45,TRUE,"899247142144966656","899252867751567360","39743812","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vmurthy2011",0,FALSE,FALSE,NA,NA
"60","#InfosysCEO #Infosys
Cyrus Mistry to be made Infy CEO....
He has experience of handling such situations.... Lol.....",FALSE,0,NA,2017-08-20 12:51:22,FALSE,NA,"899252518504480769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaydeepsd",0,FALSE,FALSE,NA,NA
"61","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 12:37:43,FALSE,NA,"899249084543811584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CitraMalus",12,TRUE,FALSE,NA,NA
"62","RT @JainNirmal: Infy was first case of management transfer from founders to professionals- unfortunate it hasn't worked well https://t.co/i…",FALSE,0,NA,2017-08-20 12:37:36,FALSE,NA,"899249055422750721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","baddutt",19,TRUE,FALSE,NA,NA
"63","US law firms mull class action suit to recover Infosys investors' possible losses https://t.co/oU91uzYY7W via @TOIBusiness",FALSE,0,NA,2017-08-20 12:34:59,FALSE,NA,"899248395268669444",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","geethamuraly",0,FALSE,FALSE,NA,NA
"64","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 12:20:46,FALSE,NA,"899244817548529665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","inderjeet12377",12,TRUE,FALSE,NA,NA
"65","That's appalling , did NRN's Infosys outsourced GST software development ?
Infy leadership also under scanner in... https://t.co/hOwBkUGiPJ",FALSE,1,NA,2017-08-20 12:11:19,FALSE,NA,"899242441135357952",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","paivijay",0,FALSE,FALSE,NA,NA
"66","That's appalling , did NRN's Infosys outsourced GST software development ?
Infy leadership also under scanner in US… https://t.co/zsCEPmeauD",FALSE,1,NA,2017-08-20 12:11:08,TRUE,NA,"899242395677503488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paivijay",0,FALSE,FALSE,NA,NA
"67","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 12:01:51,FALSE,NA,"899240056052776960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gauravlath_19",12,TRUE,FALSE,NA,NA
"68","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 11:59:10,FALSE,NA,"899239381755543552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sriradha1",12,TRUE,FALSE,NA,NA
"69","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 11:58:21,FALSE,NA,"899239178956718080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jaiwanth1",12,TRUE,FALSE,NA,NA
"70","RT @dna: Narayana Murthy's shadow to loom large over search for new Infosys CEO https://t.co/0eTiLW1bFW https://t.co/ZaIpPhBX0h",FALSE,0,NA,2017-08-20 11:53:45,FALSE,NA,"899238019672047616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aakash1922",2,TRUE,FALSE,NA,NA
"71","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 11:52:43,FALSE,NA,"899237759298060288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DelRastogi",12,TRUE,FALSE,NA,NA
"72","RT @RenukaJain6: N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/…",FALSE,0,NA,2017-08-20 11:52:35,FALSE,NA,"899237727819907073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yogi210875",12,TRUE,FALSE,NA,NA
"73","BMO Capital Markets Reiterates Hold Rating for Infosys Limited $INFY https://t.co/QCIASQrcN9",FALSE,0,NA,2017-08-20 11:47:36,FALSE,NA,"899236472666165250",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","SleekMoneycom",0,FALSE,FALSE,NA,NA
"74","N R Narayana Murthy's shadow to loom large over search for Infy CEO. Founders can never give way to talent.  https://t.co/4F34p1TPmP",FALSE,32,NA,2017-08-20 11:40:08,FALSE,NA,"899234594360139776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RenukaJain6",12,FALSE,FALSE,NA,NA
"75","RT @finkrishna: Clean Slate India: Cognizant + Infosys = CogniSys? : https://t.co/KkFeUHcK4z",FALSE,0,NA,2017-08-20 11:19:40,FALSE,NA,"899229442978963456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","being_rounak",9,TRUE,FALSE,NA,NA
"76","@anilsinghviCNBC @CNBC_Awaaz @Infosys @vsikka What will b the impact in market of infy buyback???",FALSE,0,"anilsinghviCNBC",2017-08-20 11:09:13,FALSE,"898786872398405632","899226811439108096","387526400","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ni3_cg",0,FALSE,FALSE,NA,NA
"77","Narayana Murthy's Shadow Looms Over Search For Infy CEO: Advisory Firm.. https://t.co/S1951kLgq1",FALSE,0,NA,2017-08-20 11:04:10,FALSE,NA,"899225539281436673",NA,"<a href=""http://NewsBoss.in"" rel=""nofollow"">NewsBoss.in</a>","NewsBossIndia",0,FALSE,FALSE,NA,NA
"78","RT @dna: Narayana Murthy's shadow to loom large over search for new Infosys CEO https://t.co/0eTiLW1bFW https://t.co/ZaIpPhBX0h",FALSE,0,NA,2017-08-20 11:00:19,FALSE,NA,"899224570388815873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AshokKSingh13",2,TRUE,FALSE,NA,NA
"79","RT @viveks1912: The whole blowdown of Sikka and Infy https://t.co/ywUh9qALo4 #Infosys #InfosysCEO #InfosysCrisis #VishalSikka #VishalSikkaR…",FALSE,0,NA,2017-08-20 10:57:19,FALSE,NA,"899223818861920261",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Heeral_m",2,TRUE,FALSE,NA,NA
"80","RT @DeependerSHooda: As one who started out as Software Engineer at @Infosys, I feel sad at ongoing. Infy needs to preserve what it stood f…",FALSE,0,NA,2017-08-20 10:53:58,FALSE,NA,"899222974569435137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sinchahal",125,TRUE,FALSE,NA,NA
